movie_key,name,year,imdb_id
424,Children of the Corn: The Gathering (1996),01-Jan-1996,tt0115885
425,Bob Roberts (1992),01-Jan-1992,tt0103850
426,"Transformers: The Movie, The (1986)",01-Jan-1986,tt0092106
427,To Kill a Mockingbird (1962),01-Jan-1962,tt0056592
428,Harold and Maude (1971),01-Jan-1971,tt0067185
429,"Day the Earth Stood Still, The (1951)",01-Jan-1951,tt0970416
430,Duck Soup (1933),01-Jan-1933,tt0023969
431,Highlander (1986),01-Jan-1986,tt0091203
432,Fantasia (1940),01-Jan-1940,tt0032455
433,Heathers (1989),01-Jan-1989,tt0097493
434,Forbidden Planet (1956),01-Jan-1956,tt0049223
435,Butch Cassidy and the Sundance Kid (1969),01-Jan-1969,tt0064115
436,"American Werewolf in London, An (1981)",01-Jan-1981,tt0082010
437,Amityville 1992: It's About Time (1992),01-Jan-1992,tt0103678
438,Amityville 3-D (1983),01-Jan-1983,tt0085159
439,Amityville: A New Generation (1993),01-Jan-1993,tt0106262
440,Amityville II: The Possession (1982),01-Jan-1982,tt0083550
441,"Amityville Horror, The (1979)",01-Jan-1979,tt0078767
442,"Amityville Curse, The (1990)",01-Jan-1990,tt0099030
443,"Birds, The (1963)",01-Jan-1963,tt0056869
444,"Blob, The (1958)",01-Jan-1958,tt0051418
445,"Body Snatcher, The (1945)",01-Jan-1945,tt0037549
446,Burnt Offerings (1976),01-Jan-1976,tt0074258
447,Carrie (1976),01-Jan-1976,tt0074285
448,"Omen, The (1976)",01-Jan-1976,tt0075005
449,Star Trek: The Motion Picture (1979),01-Jan-1979,tt0079945
450,Star Trek V: The Final Frontier (1989),01-Jan-1989,tt0098382
451,Grease (1978),01-Jan-1978,tt0077631
452,Jaws 2 (1978),01-Jan-1978,tt0077766
453,Jaws 3-D (1983),01-Jan-1983,tt0085750
454,Bastard Out of Carolina (1996),15-Dec-1996,tt0115633
455,Jackie Chan's First Strike (1996),10-Jan-1997,tt0116704
456,Beverly Hills Ninja (1997),17-Jan-1997,tt0118708
457,Free Willy 3: The Rescue (1997),08-Aug-1997,tt0119152
458,Nixon (1995),01-Jan-1995,tt0113987
459,"Cry, the Beloved Country (1995)",01-Jan-1995,tt0112749
460,"Crossing Guard, The (1995)",01-Jan-1995,tt0112744
461,Smoke (1995),01-Jan-1995,tt0114478
462,Like Water For Chocolate (Como agua para chocolate) (1992),01-Jan-1992,tt0103994
463,"Secret of Roan Inish, The (1994)",01-Jan-1994,tt0111112
464,Vanya on 42nd Street (1994),01-Jan-1994,tt0111590
465,"Jungle Book, The (1994)",01-Jan-1994,tt0110213
466,Red Rock West (1992),01-Jan-1992,tt0105226
467,"Bronx Tale, A (1993)",01-Jan-1993,tt0106489
468,Rudy (1993),01-Jan-1993,tt0108002
469,Short Cuts (1993),01-Jan-1993,tt0108122
470,Tombstone (1993),01-Jan-1993,tt0108358
471,Courage Under Fire (1996),08-Mar-1996,tt0115956
472,Dragonheart (1996),31-May-1996,tt0116136
473,James and the Giant Peach (1996),12-Apr-1996,tt0116683
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),01-Jan-1963,tt0057012
475,Trainspotting (1996),19-Jul-1996,tt0117951
476,"First Wives Club, The (1996)",14-Sep-1996,tt0116313
477,Matilda (1996),02-Aug-1996,tt0117008
478,"Philadelphia Story, The (1940)",01-Jan-1940,tt0032904
479,Vertigo (1958),01-Jan-1958,tt0052357
480,North by Northwest (1959),01-Jan-1959,tt0053125
481,"Apartment, The (1960)",01-Jan-1960,tt0053604
482,Some Like It Hot (1959),01-Jan-1959,tt0053291
483,Casablanca (1942),01-Jan-1942,tt0034583
484,"Maltese Falcon, The (1941)",01-Jan-1941,tt0033870
485,My Fair Lady (1964),01-Jan-1964,tt0058385
486,Sabrina (1954),01-Jan-1954,tt0047437
487,Roman Holiday (1953),01-Jan-1953,tt0046250
488,Sunset Blvd. (1950),01-Jan-1950,tt0043014
489,Notorious (1946),01-Jan-1946,tt0038787
490,To Catch a Thief (1955),01-Jan-1955,tt0048728
491,"Adventures of Robin Hood, The (1938)",01-Jan-1938,tt0029843
492,East of Eden (1955),01-Jan-1955,tt0048028
493,"Thin Man, The (1934)",01-Jan-1934,tt0025878
494,His Girl Friday (1940),01-Jan-1940,tt0032599
495,Around the World in 80 Days (1956),01-Jan-1956,tt0048960
496,It's a Wonderful Life (1946),01-Jan-1946,tt0038650
497,Bringing Up Baby (1938),01-Jan-1938,tt0029947
498,"African Queen, The (1951)",01-Jan-1951,tt0043265
499,Cat on a Hot Tin Roof (1958),01-Jan-1958,tt0051459
500,Fly Away Home (1996),13-Sep-1996,tt0116329
501,Dumbo (1941),01-Jan-1941,tt0033563
502,Bananas (1971),01-Jan-1971,tt0066808
503,"Candidate, The (1972)",01-Jan-1972,tt0068334
504,Bonnie and Clyde (1967),01-Jan-1967,tt0061418
505,Dial M for Murder (1954),01-Jan-1954,tt0046912
506,Rebel Without a Cause (1955),01-Jan-1955,tt0048545
507,"Streetcar Named Desire, A (1951)",01-Jan-1951,tt0044081
508,"People vs. Larry Flynt, The (1996)",27-Dec-1996,tt0117318
509,My Left Foot (1989),01-Jan-1989,tt0097937
510,"Magnificent Seven, The (1954)",01-Jan-1954,tt2404435
511,Lawrence of Arabia (1962),01-Jan-1962,tt0056172
512,Wings of Desire (1987),01-Jan-1987,tt0093191
513,"Third Man, The (1949)",01-Jan-1949,tt0041959
514,Annie Hall (1977),01-Jan-1977,tt0075686
515,"Boot, Das (1981)",04-Apr-1997,tt0082096
516,Local Hero (1983),01-Jan-1983,tt0085859
517,Manhattan (1979),01-Jan-1979,tt0079522
518,Miller's Crossing (1990),01-Jan-1990,tt0100150
519,"Treasure of the Sierra Madre, The (1948)",01-Jan-1948,tt0040897
520,"Great Escape, The (1963)",01-Jan-1963,tt0057115
521,"Deer Hunter, The (1978)",01-Jan-1978,tt0077416
522,Down by Law (1986),01-Jan-1986,tt0090967
523,Cool Hand Luke (1967),01-Jan-1967,tt0061512
524,"Great Dictator, The (1940)",01-Jan-1940,tt0032553
525,"Big Sleep, The (1946)",01-Jan-1946,tt0038355
526,Ben-Hur (1959),01-Jan-1959,tt0052618
527,Gandhi (1982),01-Jan-1982,tt0083987
528,"Killing Fields, The (1984)",01-Jan-1984,tt1217261
529,My Life as a Dog (Mitt liv som hund) (1985),01-Jan-1985,tt0089606
530,"Man Who Would Be King, The (1975)",01-Jan-1975,tt0073341
531,Shine (1996),22-Nov-1996,tt0117631
532,Kama Sutra: A Tale of Love (1996),07-Mar-1997,tt0116743
533,"Daytrippers, The (1996)",21-Mar-1997,tt0116041
534,Traveller (1997),18-Apr-1997,tt0120366
535,Addicted to Love (1997),23-May-1997,tt0118556
536,Ponette (1996),23-May-1997,tt0117359
537,My Own Private Idaho (1991),01-Jan-1991,tt0102494
538,Anastasia (1997),01-Jan-1997,tt0118617
539,Mouse Hunt (1997),01-Jan-1997,tt0119715
540,Money Train (1995),01-Jan-1995,tt0113845
541,Mortal Kombat (1995),01-Jan-1995,tt0113855
542,Pocahontas (1995),01-Jan-1995,tt0114148
543,"Miserables, Les (1995)",01-Jan-1995,tt0113828
544,Things to Do in Denver when You're Dead (1995),02-Feb-1996,tt0114660
545,Vampire in Brooklyn (1995),01-Jan-1995,tt0114825
546,Broken Arrow (1996),09-Feb-1996,tt0115759
547,"Young Poisoner's Handbook, The (1995)",23-Feb-1996,tt0115033
548,"NeverEnding Story III, The (1994)",02-Feb-1996,tt0110647
549,Rob Roy (1995),01-Jan-1995,tt0114287
550,Die Hard: With a Vengeance (1995),01-Jan-1995,tt0112864
551,Lord of Illusions (1995),01-Jan-1995,tt0113690
552,Species (1995),01-Jan-1995,tt0114508
553,"Walk in the Clouds, A (1995)",01-Jan-1995,tt0114887
554,Waterworld (1995),01-Jan-1995,tt0114898
555,White Man's Burden (1995),01-Jan-1995,tt0114928
556,Wild Bill (1995),01-Jan-1995,tt0114938
557,Farinelli: il castrato (1994),01-Jan-1994,tt0109771
558,Heavenly Creatures (1994),01-Jan-1994,tt0110005
559,Interview with the Vampire (1994),01-Jan-1994,tt0110148
560,"Kid in King Arthur's Court, A (1995)",01-Jan-1995,tt0113538
561,Mary Shelley's Frankenstein (1994),01-Jan-1994,tt0109836
562,"Quick and the Dead, The (1995)",01-Jan-1995,tt0114214
563,Stephen King's The Langoliers (1995),01-Jan-1995,tt0112040
564,Tales from the Hood (1995),01-Jan-1995,tt0114609
565,Village of the Damned (1995),01-Jan-1995,tt0114852
566,Clear and Present Danger (1994),01-Jan-1994,tt0109444
567,Wes Craven's New Nightmare (1994),01-Jan-1994,tt0111686
568,Speed (1994),01-Jan-1994,tt0111257
569,Wolf (1994),01-Jan-1994,tt0111742
570,Wyatt Earp (1994),01-Jan-1994,tt0111756
571,Another Stakeout (1993),01-Jan-1993,tt0106292
572,Blown Away (1994),01-Jan-1994,tt0109303
573,Body Snatchers (1993),01-Jan-1993,tt0106452
574,Boxing Helena (1993),01-Jan-1993,tt0106471
575,City Slickers II: The Legend of Curly's Gold (1994),01-Jan-1994,tt0109439
576,Cliffhanger (1993),01-Jan-1993,tt0106582
577,Coneheads (1993),01-Jan-1993,tt0106598
578,Demolition Man (1993),01-Jan-1993,tt0106697
579,Fatal Instinct (1993),01-Jan-1993,tt0106873
580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",01-Jan-1995,tt0112966
581,Kalifornia (1993),01-Jan-1993,tt0107302
582,"Piano, The (1993)",01-Jan-1993,tt0107822
583,Romeo Is Bleeding (1993),01-Jan-1993,tt0107983
584,"Secret Garden, The (1993)",01-Jan-1993,tt0108071
585,Son in Law (1993),01-Jan-1993,tt0108186
586,Terminal Velocity (1994),01-Jan-1994,tt0111400
587,"Hour of the Pig, The (1993)",01-Jan-1993,tt0107146
588,Beauty and the Beast (1991),01-Jan-1991,tt0101414
589,"Wild Bunch, The (1969)",01-Jan-1969,tt0065214
590,Hellraiser: Bloodline (1996),08-Mar-1996,tt0116514
591,Primal Fear (1996),30-Mar-1996,tt0117381
592,True Crime (1995),01-Jan-1995,tt0114736
593,Stalingrad (1993),01-Jan-1993,tt0108211
594,Heavy (1995),05-Jun-1996,tt0113280
595,"Fan, The (1996)",16-Aug-1996,tt0116277
596,"Hunchback of Notre Dame, The (1996)",21-Jun-1996,tt0116583
597,Eraser (1996),21-Jun-1996,tt0116213
598,"Big Squeeze, The (1996)",06-Sep-1996,tt0115680
599,Police Story 4: Project S (Chao ji ji hua) (1993),16-Aug-1996,tt0106544
600,Daniel Defoe's Robinson Crusoe (1996),01-Jan-1996,tt0117496
601,For Whom the Bell Tolls (1943),01-Jan-1943,tt0035896
602,"American in Paris, An (1951)",01-Jan-1951,tt0043278
603,Rear Window (1954),01-Jan-1954,tt0047396
604,It Happened One Night (1934),01-Jan-1934,tt0025316
605,Meet Me in St. Louis (1944),01-Jan-1944,tt0037059
606,All About Eve (1950),01-Jan-1950,tt0042192
607,Rebecca (1940),01-Jan-1940,tt0032976
608,Spellbound (1945),01-Jan-1945,tt0038109
609,Father of the Bride (1950),01-Jan-1950,tt0042451
610,Gigi (1958),01-Jan-1958,tt0051658
611,Laura (1944),01-Jan-1944,tt0037008
612,Lost Horizon (1937),01-Jan-1937,tt0029162
613,My Man Godfrey (1936),01-Jan-1936,tt0028010
614,Giant (1956),01-Jan-1956,tt0049261
615,"39 Steps, The (1935)",01-Jan-1935,tt0026029
616,Night of the Living Dead (1968),01-Jan-1968,tt0063350
617,"Blue Angel, The (Blaue Engel, Der) (1930)",01-Jan-1930,tt0020697
618,Picnic (1955),01-Jan-1955,tt0048491
619,Extreme Measures (1996),27-Sep-1996,tt0116259
620,"Chamber, The (1996)",11-Oct-1996,tt0115862
621,"Davy Crockett, King of the Wild Frontier (1955)",01-Jan-1955,tt0047977
622,Swiss Family Robinson (1960),01-Jan-1960,tt0054357
623,Angels in the Outfield (1994),01-Jan-1994,tt0109127
624,"Three Caballeros, The (1945)",01-Jan-1945,tt0038166
625,"Sword in the Stone, The (1963)",01-Jan-1963,tt0057546
626,So Dear to My Heart (1949),01-Jan-1949,tt0041890
627,Robin Hood: Prince of Thieves (1991),01-Jan-1991,tt0102798
628,Sleepers (1996),18-Oct-1996,tt0117665
629,Victor/Victoria (1982),01-Jan-1982,tt0084865
630,"Great Race, The (1965)",01-Jan-1965,tt0059243
631,"Crying Game, The (1992)",01-Jan-1992,tt0104036
632,Sophie's Choice (1982),01-Jan-1982,tt0084707
633,"Christmas Carol, A (1938)",01-Jan-1938,tt1067106
634,Microcosmos: Le peuple de l'herbe (1996),11-Oct-1996,tt0117040
635,"Fog, The (1980)",01-Jan-1980,tt0080749
636,Escape from New York (1981),01-Jan-1981,tt0082340
637,"Howling, The (1981)",01-Jan-1981,tt0082533
638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",01-Jan-1982,tt0084589
639,"Tin Drum, The (Blechtrommel, Die) (1979)",01-Jan-1979,tt0078875
640,"Cook the Thief His Wife & Her Lover, The (1989)",01-Jan-1989,tt0097108
641,Paths of Glory (1957),01-Jan-1957,tt0050825
642,"Grifters, The (1990)",01-Jan-1990,tt0099703
643,The Innocent (1994),01-Jan-1994,tt0110108
644,"Thin Blue Line, The (1988)",01-Jan-1988,tt0096257
645,Paris Is Burning (1990),01-Jan-1990,tt0100332
646,Once Upon a Time in the West (1969),01-Jan-1969,tt0064116
647,Ran (1985),01-Jan-1985,tt0089881
648,"Quiet Man, The (1952)",01-Jan-1952,tt0045061
649,Once Upon a Time in America (1984),01-Jan-1984,tt0087843
650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",01-Jan-1957,tt0050976
651,Glory (1989),01-Jan-1989,tt0097441
652,Rosencrantz and Guildenstern Are Dead (1990),01-Jan-1990,tt0100519
653,Touch of Evil (1958),01-Jan-1958,tt0052311
654,Chinatown (1974),01-Jan-1974,tt0071315
655,Stand by Me (1986),01-Jan-1986,tt0092005
656,M (1931),01-Jan-1931,tt0022100
657,"Manchurian Candidate, The (1962)",01-Jan-1962,tt0368008
658,Pump Up the Volume (1990),01-Jan-1990,tt0100436
659,Arsenic and Old Lace (1944),01-Jan-1944,tt0036613
660,Fried Green Tomatoes (1991),01-Jan-1991,tt0101921
661,High Noon (1952),01-Jan-1952,tt0044706
662,Somewhere in Time (1980),01-Jan-1980,tt0081534
663,Being There (1979),01-Jan-1979,tt0078841
664,"Paris, Texas (1984)",01-Jan-1984,tt0087884
665,Alien 3 (1992),01-Jan-1992,tt0103644
666,Blood For Dracula (Andy Warhol's Dracula) (1974),01-Jan-1974,tt0071233
667,Audrey Rose (1977),01-Jan-1977,tt0075704
668,Blood Beach (1981),01-Jan-1981,tt0082818
669,Body Parts (1991),01-Jan-1991,tt0101492
670,Body Snatchers (1993),01-Jan-1993,tt0106452
671,Bride of Frankenstein (1935),01-Jan-1935,tt0026138
672,Candyman (1992),01-Jan-1992,tt0103919
673,Cape Fear (1962),01-Jan-1962,tt0055824
674,Cat People (1982),01-Jan-1982,tt0083722
675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",01-Jan-1922,tt0013442
676,"Crucible, The (1996)",27-Nov-1996,tt0115988
677,Fire on the Mountain (1996),24-Jan-1997,tt0116310
678,Volcano (1997),25-Apr-1997,tt0120461
679,Conan the Barbarian (1981),01-Jan-1981,tt0816462
680,Kull the Conqueror (1997),29-Aug-1997,tt0119484
681,Wishmaster (1997),01-Jan-1997,tt0120524
682,I Know What You Did Last Summer (1997),17-Oct-1997,tt0119345
683,Rocket Man (1997),01-Jan-1997,tt0120029
684,In the Line of Fire (1993),01-Jan-1993,tt0107206
685,Executive Decision (1996),09-Mar-1996,tt0116253
686,"Perfect World, A (1993)",01-Jan-1993,tt0107808
687,McHale's Navy (1997),18-Apr-1997,tt0119640
688,Leave It to Beaver (1997),22-Aug-1997,tt0119509
689,"Jackal, The (1997)",01-Jan-1997,tt0119395
690,Seven Years in Tibet (1997),01-Jan-1997,tt0120102
691,Dark City (1998),09-Jan-1998,tt0118929
692,"American President, The (1995)",01-Jan-1995,tt0112346
693,Casino (1995),01-Jan-1995,tt0112641
694,Persuasion (1995),25-Sep-1995,tt0113025
695,Kicking and Screaming (1995),01-Jan-1995,tt0113537
696,City Hall (1996),16-Feb-1996,tt0115907
697,"Basketball Diaries, The (1995)",01-Jan-1995,tt0112461
698,"Browning Version, The (1994)",01-Jan-1994,tt0109340
699,Little Women (1994),01-Jan-1994,tt0110367
700,Miami Rhapsody (1995),01-Jan-1995,tt0113808
701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",01-Jan-1993,tt0107472
702,Barcelona (1994),01-Jan-1994,tt0109219
703,Widows' Peak (1994),01-Jan-1994,tt0111712
704,"House of the Spirits, The (1993)",01-Jan-1993,tt0107151
705,Singin' in the Rain (1952),01-Jan-1952,tt0045152
706,Bad Moon (1996),01-Nov-1996,tt0115610
707,Enchanted April (1991),01-Jan-1991,tt0101811
708,"Sex, Lies, and Videotape (1989)",01-Jan-1989,tt0098724
709,Strictly Ballroom (1992),01-Jan-1992,tt0105488
710,Better Off Dead... (1985),01-Jan-1985,tt0088794
711,"Substance of Fire, The (1996)",06-Dec-1996,tt0117773
712,Tin Men (1987),01-Jan-1987,tt0094155
713,Othello (1995),18-Dec-1995,tt0114057
714,Carrington (1995),01-Jan-1995,tt0112637
715,To Die For (1995),01-Jan-1995,tt0114681
716,Home for the Holidays (1995),01-Jan-1995,tt0113321
717,"Juror, The (1996)",01-Jan-1996,tt0116731
718,In the Bleak Midwinter (1995),23-Feb-1996,tt0113403
719,Canadian Bacon (1994),01-Jan-1994,tt0109370
720,First Knight (1995),01-Jan-1995,tt0113071
721,Mallrats (1995),01-Jan-1995,tt0113749
722,Nine Months (1995),01-Jan-1995,tt0113986
723,Boys on the Side (1995),01-Jan-1995,tt0112571
724,Circle of Friends (1995),01-Jan-1995,tt0112679
725,Exit to Eden (1994),01-Jan-1994,tt0109758
726,Fluke (1995),01-Jan-1995,tt0113089
727,Immortal Beloved (1994),01-Jan-1994,tt0110116
728,Junior (1994),01-Jan-1994,tt0110216
729,Nell (1994),01-Jan-1994,tt0110638
730,"Queen Margot (Reine Margot, La) (1994)",01-Jan-1996,tt0110963
731,"Corrina, Corrina (1994)",01-Jan-1994,tt0109484
732,Dave (1993),01-Jan-1993,tt0106673
733,Go Fish (1994),01-Jan-1994,tt0109913
734,Made in America (1993),01-Jan-1993,tt0107478
735,Philadelphia (1993),01-Jan-1993,tt0107818
736,Shadowlands (1993),01-Jan-1993,tt0108101
737,Sirens (1994),01-Jan-1994,tt0111201
738,Threesome (1994),01-Jan-1994,tt0111418
739,Pretty Woman (1990),01-Jan-1990,tt0100405
740,Jane Eyre (1996),05-Apr-1996,tt0116684
741,"Last Supper, The (1995)",05-Apr-1996,tt2000418
742,Ransom (1996),08-Nov-1996,tt0117438
743,"Crow: City of Angels, The (1996)",30-Aug-1996,tt0115986
744,Michael Collins (1996),11-Oct-1996,tt0117039
745,"Ruling Class, The (1972)",01-Jan-1972,tt0069198
746,Real Genius (1985),01-Jan-1985,tt0089886
747,Benny & Joon (1993),01-Jan-1993,tt0106387
748,"Saint, The (1997)",14-Mar-1997,tt0120053
749,"MatchMaker, The (1997)",01-Jan-1997,tt0119632
750,Amistad (1997),18-Dec-1997,tt0118607
751,Tomorrow Never Dies (1997),01-Jan-1997,tt0120347
752,"Replacement Killers, The (1998)",06-Feb-1998,tt0120008
753,Burnt By the Sun (1994),01-Jan-1994,tt0111579
754,Red Corner (1997),01-Jan-1997,tt0119994
755,Jumanji (1995),01-Jan-1995,tt0113497
756,Father of the Bride Part II (1995),01-Jan-1995,tt0113041
757,Across the Sea of Time (1995),01-Jan-1995,tt0112286
758,Lawnmower Man 2: Beyond Cyberspace (1996),01-Jan-1996,tt0116839
759,Fair Game (1995),01-Jan-1995,tt0113010
760,Screamers (1995),01-Jan-1995,tt0114367
761,Nick of Time (1995),01-Jan-1995,tt0113972
762,Beautiful Girls (1996),09-Feb-1996,tt0115639
763,Happy Gilmore (1996),16-Feb-1996,tt0116483
764,If Lucy Fell (1996),08-Mar-1996,tt0116606
765,Boomerang (1992),01-Jan-1992,tt0103859
766,Man of the Year (1995),01-Mar-1996,tt0113756
767,"Addiction, The (1995)",01-Jan-1995,tt6205964
768,Casper (1995),01-Jan-1995,tt0112642
769,Congo (1995),01-Jan-1995,tt0112715
770,Devil in a Blue Dress (1995),01-Jan-1995,tt0112857
771,Johnny Mnemonic (1995),01-Jan-1995,tt0113481
772,Kids (1995),01-Jan-1995,tt0113540
773,Mute Witness (1994),01-Jan-1994,tt0110604
774,"Prophecy, The (1995)",01-Jan-1995,tt0114194
775,Something to Talk About (1995),01-Jan-1995,tt0114496
776,Three Wishes (1995),01-Jan-1995,tt0114663
777,Castle Freak (1995),01-Jan-1995,tt0112643
778,Don Juan DeMarco (1995),01-Jan-1995,tt0112883
779,Drop Zone (1994),01-Jan-1994,tt0109676
780,Dumb & Dumber (1994),01-Jan-1994,tt0109686
781,French Kiss (1995),01-Jan-1995,tt0113117
782,Little Odessa (1994),01-Jan-1994,tt0110365
783,Milk Money (1994),01-Jan-1994,tt0110516
784,Beyond Bedlam (1993),01-Jan-1993,tt0106402
785,Only You (1994),01-Jan-1994,tt0110737
786,"Perez Family, The (1995)",01-Jan-1995,tt0114113
787,Roommates (1995),01-Jan-1995,tt0114296
788,Relative Fear (1994),01-Jan-1994,tt0110965
789,Swimming with Sharks (1995),01-Jan-1995,tt0114594
790,Tommy Boy (1995),01-Jan-1995,tt0114694
791,"Baby-Sitters Club, The (1995)",01-Jan-1995,tt0112435
792,Bullets Over Broadway (1994),01-Jan-1994,tt0109348
793,Crooklyn (1994),01-Jan-1994,tt0109504
794,It Could Happen to You (1994),01-Jan-1994,tt0110167
795,Richie Rich (1994),01-Jan-1994,tt0110989
796,Speechless (1994),01-Jan-1994,tt0111256
797,Timecop (1994),01-Jan-1994,tt0111438
798,Bad Company (1995),01-Jan-1995,tt0112443
799,Boys Life (1995),01-Jan-1995,tt0112570
800,In the Mouth of Madness (1995),01-Jan-1995,tt0113409
801,"Air Up There, The (1994)",01-Jan-1994,tt0109067
802,Hard Target (1993),01-Jan-1993,tt0107076
803,Heaven & Earth (1993),01-Jan-1993,tt0107096
804,Jimmy Hollywood (1994),01-Jan-1994,tt0110197
805,Manhattan Murder Mystery (1993),01-Jan-1993,tt0107507
806,Menace II Society (1993),01-Jan-1993,tt0107554
807,Poetic Justice (1993),01-Jan-1993,tt0107840
808,"Program, The (1993)",01-Jan-1993,tt0107889
809,Rising Sun (1993),01-Jan-1993,tt0107969
810,"Shadow, The (1994)",01-Jan-1994,tt0111143
811,Thirty-Two Short Films About Glenn Gould (1993),01-Jan-1993,tt0108328
812,Andre (1994),01-Jan-1994,tt0109120
813,"Celluloid Closet, The (1995)",15-Mar-1996,tt0112651
814,"Great Day in Harlem, A (1994)",01-Jan-1994,tt0109934
815,One Fine Day (1996),30-Nov-1996,tt0117247
816,Candyman: Farewell to the Flesh (1995),01-Jan-1995,tt0112625
817,Frisk (1995),29-Mar-1996,tt0113122
818,Girl 6 (1996),22-Mar-1996,tt0116414
819,Eddie (1996),31-May-1996,tt0116168
820,Space Jam (1996),15-Nov-1996,tt0117705
821,Mrs. Winterbourne (1996),19-Apr-1996,tt0117104
822,Faces (1968),01-Jan-1968,tt0062952
823,Mulholland Falls (1996),26-Apr-1996,tt0117107
824,"Great White Hype, The (1996)",03-May-1996,tt0116448
825,"Arrival, The (1996)",31-May-1996,tt0115571
826,"Phantom, The (1996)",07-Jun-1996,tt0117331
827,Daylight (1996),06-Dec-1996,tt0116040
828,Alaska (1996),21-Aug-1996,tt0115493
829,Fled (1996),19-Jul-1996,tt0116320
830,Power 98 (1995),17-May-1996,tt0114170
831,Escape from L.A. (1996),09-Aug-1996,tt0116225
832,Bogus (1996),06-Sep-1996,tt0115725
833,Bulletproof (1996),06-Sep-1996,tt0115783
834,Halloween: The Curse of Michael Myers (1995),01-Jan-1995,tt0113253
835,"Gay Divorcee, The (1934)",01-Jan-1934,tt0025164
836,Ninotchka (1939),01-Jan-1939,tt0031725
837,Meet John Doe (1941),01-Jan-1941,tt0033891
838,In the Line of Duty 2 (1987),30-Aug-1996,tt0091229
839,Loch Ness (1995),01-Jan-1995,tt0113682
840,Last Man Standing (1996),20-Sep-1996,tt0116830
841,"Glimmer Man, The (1996)",04-Oct-1996,tt0116421
842,Pollyanna (1960),01-Jan-1960,tt0054195
843,"Shaggy Dog, The (1959)",01-Jan-1959,tt0053271
844,Freeway (1996),23-Aug-1996,tt0116361
845,That Thing You Do! (1996),28-Sep-1996,tt0117887
846,To Gillian on Her 37th Birthday (1996),18-Oct-1996,tt0117924
847,Looking for Richard (1996),11-Oct-1996,tt0116913
848,"Murder, My Sweet (1944)",01-Jan-1944,tt0037101
